firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source,firm_type,status
GA-000432,Clark & Allen LLP,Marietta,Cobb,GA,Immigration Law; Employment Law,2023,33,(478) 698-5787,https://lawyers4563.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000433,Rodriguez Legal,Marietta,Cobb,GA,Environmental Law; Construction Law,2017,18,(404) 858-4911,https://lawyers1060.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000434,The Wright Law Firm,Marietta,Cobb,GA,Litigation; Construction Law,1966,21,(912) 592-3082,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000435,Campbell Legal,Marietta,Cobb,GA,Personal Injury; Estate Planning,2006,26,(470) 355-6729,https://legal6604.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000436,Clark & Associates,Marietta,Cobb,GA,Litigation; Probate,1989,25,(478) 893-8419,https://law7596.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000437,Davis & Associates,Marietta,Cobb,GA,Employment Law; Immigration Law,2013,33,(478) 864-7278,https://law1202.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000438,"Lopez, Moore & Williams",Marietta,Cobb,GA,Administrative Law; Family Law,1973,25,(229) 978-1913,https://legal1137.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000439,Rodriguez Legal,Marietta,Cobb,GA,DUI Defense; Real Estate,1990,46,(770) 464-5530,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000440,Harris Legal,Marietta,Cobb,GA,Litigation; Commercial Litigation,1973,15,(762) 978-7691,https://law8793.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000441,"Young, Collins & Garcia",Marietta,Cobb,GA,Intellectual Property; Employment Law,1989,4,(470) 623-9048,https://law5992.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000442,Perez & Brown LLP,Marietta,Cobb,GA,Employment Law; Civil Litigation,2015,39,(478) 779-3408,https://law8335.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000443,Thompson & Associates,Marietta,Cobb,GA,Bankruptcy; Personal Injury,1973,1,(912) 811-7130,https://firm6775.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000444,Johnson & Smith LLP,Marietta,Cobb,GA,Litigation; Personal Injury,2005,15,(478) 381-8404,https://legal1023.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000445,The Robinson Law Firm,Sandy Springs,Fulton,GA,Bankruptcy; Corporate Law,2006,27,(478) 329-3260,https://attorney616.law,Georgia State Bar Public Directory,Solo Practice,ACTIVE
GA-000446,Lee & Taylor LLP,Sandy Springs,Fulton,GA,Estate Planning; Healthcare Law,1976,13,(478) 849-9611,https://law8051.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000447,Hernandez Legal,Sandy Springs,Fulton,GA,Civil Litigation; Mergers & Acquisitions,1990,10,(762) 690-8195,https://lawyers2059.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000448,Martin Legal,Sandy Springs,Fulton,GA,Intellectual Property; Criminal Defense,2010,29,(912) 335-1068,https://lawyers4302.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000449,Miller & Associates,Sandy Springs,Fulton,GA,Divorce; Litigation,1968,32,(478) 600-9050,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000450,Murphy Law Group,Sandy Springs,Fulton,GA,Environmental Law; Estate Planning,1978,45,(470) 241-1782,https://legal5750.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000451,Moore Legal,Sandy Springs,Fulton,GA,Litigation; Administrative Law,1986,13,(478) 274-4477,https://attorney6943.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000452,The Williams Law Firm,Sandy Springs,Fulton,GA,Securities Law; Civil Litigation,2015,40,(678) 429-4411,https://lawyers8083.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000453,"Robinson, White & Lewis",Sandy Springs,Fulton,GA,Mergers & Acquisitions; Administrative Law,1973,45,(404) 707-8508,https://attorney6318.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000454,King Law Group,Sandy Springs,Fulton,GA,Mergers & Acquisitions; Probate,1982,1,(404) 726-9554,https://lawyers5882.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000455,Young Legal,Sandy Springs,Fulton,GA,Admiralty Law; Commercial Litigation,1981,23,(404) 241-6325,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000456,"Martinez, Clark & Walker",Sandy Springs,Fulton,GA,Real Estate; Probate,1981,47,(404) 474-5035,https://firm1724.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000457,Wilson Law Group,Sandy Springs,Fulton,GA,Healthcare Law; Family Law,1999,7,(678) 901-4244,https://lawyers2585.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000458,"Walker, Campbell & Lewis",Sandy Springs,Fulton,GA,Securities Law; Litigation,1990,30,(478) 753-1672,https://attorney9522.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000459,"Parker, Parker & Parker",Sandy Springs,Fulton,GA,Personal Injury; Immigration Law,1990,45,(478) 737-8773,https://law1574.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000460,Sanchez Legal,Sandy Springs,Fulton,GA,DUI Defense; Administrative Law,1974,46,(678) 594-4934,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000461,Martin & Associates,Sandy Springs,Fulton,GA,Probate; Securities Law,1965,20,(770) 690-3454,https://attorney1879.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000462,Moore Legal,Sandy Springs,Fulton,GA,Commercial Litigation; Patent Law,1969,34,(478) 514-6921,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000463,Wilson & Associates,Sandy Springs,Fulton,GA,Admiralty Law; Environmental Law,1992,12,(478) 802-4202,https://attorney753.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000464,Perez Law Group,Sandy Springs,Fulton,GA,Criminal Defense; Admiralty Law,1977,16,(678) 893-9646,https://firm8234.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000465,Hernandez Law Group,Sandy Springs,Fulton,GA,Estate Planning; Real Estate,1968,5,(404) 962-2022,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000466,Martin & Associates,Sandy Springs,Fulton,GA,Criminal Defense; Securities Law,1980,3,(404) 966-9176,https://attorney6898.org,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000467,Thomas Legal,Sandy Springs,Fulton,GA,Litigation; Business Law,1981,8,(229) 304-9341,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000468,Thompson & Associates,Sandy Springs,Fulton,GA,Employment Law; Corporate Law,1993,20,(478) 658-5204,https://law9888.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000469,Wilson Law Group,Sandy Springs,Fulton,GA,Administrative Law; Real Estate,1967,46,(706) 431-6680,https://firm3176.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000470,Ramirez & Associates,Sandy Springs,Fulton,GA,Personal Injury; Tax Law,1963,6,(762) 830-8524,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000471,Taylor Legal,Sandy Springs,Fulton,GA,Litigation; Securities Law,2018,2,(912) 231-5724,https://lawyers5235.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000472,Lewis Law Group,Sandy Springs,Fulton,GA,Real Estate; Bankruptcy,2010,37,(770) 991-3115,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000473,Smith Law Group,Sandy Springs,Fulton,GA,Healthcare Law; DUI Defense,2008,18,(404) 338-8934,https://law1831.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000474,The Morris Law Firm,Sandy Springs,Fulton,GA,Administrative Law; Civil Litigation,1971,9,(912) 909-9692,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000475,Phillips Law Group,Sandy Springs,Fulton,GA,DUI Defense; Real Estate,1976,7,(470) 224-9160,https://attorney4213.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000476,Martinez & Associates,Roswell,Fulton,GA,Healthcare Law; Corporate Law,1989,5,(912) 786-2103,https://lawyers9599.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000477,The Jackson Law Firm,Roswell,Fulton,GA,Employment Law; Commercial Litigation,1998,32,(762) 429-6557,https://legal5271.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000478,Gonzalez Law Group,Roswell,Fulton,GA,Tax Law; Probate,2000,8,(478) 777-3765,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000479,Brown & White LLP,Roswell,Fulton,GA,Tax Law; Patent Law,1968,5,(478) 472-3588,https://lawyers1817.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000480,Thomas & Associates,Roswell,Fulton,GA,Bankruptcy; Divorce,1990,44,(470) 284-1035,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000481,Thomas Law Group,Roswell,Fulton,GA,Employment Law; Litigation,2001,40,(229) 968-5837,https://lawyers2482.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000482,Edwards & Allen LLP,Roswell,Fulton,GA,Mergers & Acquisitions; Probate,1995,37,(770) 441-1320,https://firm4668.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000483,The Morris Law Firm,Roswell,Fulton,GA,DUI Defense; Criminal Defense,2014,6,(470) 521-3510,https://firm5595.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000484,Walker & Associates,Roswell,Fulton,GA,Healthcare Law; Estate Planning,1974,24,(762) 309-2381,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000485,Rodriguez Law Group,Roswell,Fulton,GA,Mergers & Acquisitions; Administrative Law,1972,31,(404) 744-7050,https://firm6093.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000486,The Collins Law Firm,Roswell,Fulton,GA,Healthcare Law; Criminal Defense,1986,37,(478) 976-5268,https://lawyers2915.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000487,The Torres Law Firm,Roswell,Fulton,GA,Immigration Law; Business Law,1974,2,(912) 517-8935,https://legal5185.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000488,Collins Legal,Roswell,Fulton,GA,Corporate Law; Mergers & Acquisitions,1995,41,(478) 674-6114,https://law2569.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000489,Wilson Legal,Roswell,Fulton,GA,Bankruptcy; Probate,1993,1,(478) 513-8056,https://law4759.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000490,Murphy Legal,Roswell,Fulton,GA,Administrative Law; Family Law,1969,7,(229) 717-9526,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000491,Young & King LLP,Roswell,Fulton,GA,Mergers & Acquisitions; Bankruptcy,1992,28,(478) 990-7056,https://law2512.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000492,Sanchez & Associates,Roswell,Fulton,GA,Civil Litigation; Patent Law,1984,7,(762) 704-2569,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000493,"Allen, Ramirez & King",Roswell,Fulton,GA,DUI Defense; Criminal Defense,1978,34,(229) 660-3019,https://law7777.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000494,Clark & Associates,Roswell,Fulton,GA,DUI Defense; Business Law,2013,35,(470) 612-8391,https://legal9358.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000495,Allen Law Group,Roswell,Fulton,GA,Mergers & Acquisitions; Personal Injury,2013,48,(478) 685-5978,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000496,The Brown Law Firm,Roswell,Fulton,GA,Family Law; Patent Law,1978,32,(678) 476-1267,https://lawyers5330.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000497,Taylor Legal,Alpharetta,Fulton,GA,Civil Litigation; Administrative Law,2018,24,(470) 622-9653,https://firm5865.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000498,"King, Gonzalez & Johnson",Alpharetta,Fulton,GA,Litigation; Mergers & Acquisitions,2018,7,(229) 848-3586,https://legal932.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000499,Gonzalez & Associates,Alpharetta,Fulton,GA,Intellectual Property; Divorce,2019,23,(770) 575-6953,https://lawyers8847.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000500,Clark & Associates,Alpharetta,Fulton,GA,Intellectual Property; Construction Law,2014,15,(404) 593-6267,https://legal7269.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000501,Torres Law Group,Alpharetta,Fulton,GA,Business Law; Employment Law,1963,9,(229) 775-2511,,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000502,The Collins Law Firm,Alpharetta,Fulton,GA,Divorce; Personal Injury,1993,1,(762) 611-6046,https://firm1724.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000503,Walker & Associates,Alpharetta,Fulton,GA,Administrative Law; Commercial Litigation,2006,45,(912) 504-3508,https://attorney2122.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000504,"Ramirez, Moore & Young",Alpharetta,Fulton,GA,Probate; Litigation,1980,35,(229) 900-9519,https://legal381.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000505,Perez Law Group,Alpharetta,Fulton,GA,Mergers & Acquisitions; Bankruptcy,1999,11,(678) 881-9611,https://attorney3681.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000506,Clark Legal,Alpharetta,Fulton,GA,Immigration Law; Environmental Law,1988,23,(678) 444-6979,https://firm7537.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000507,Moore & Associates,Alpharetta,Fulton,GA,Intellectual Property; Civil Litigation,2000,9,(229) 739-7874,https://law9056.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000508,Williams Legal,Alpharetta,Fulton,GA,Probate; Personal Injury,2008,26,(478) 936-4186,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000509,Perez & Associates,Alpharetta,Fulton,GA,Tax Law; Litigation,1983,42,(404) 888-4898,https://law2501.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000510,Scott Law Group,Alpharetta,Fulton,GA,Real Estate; Intellectual Property,2012,6,(404) 448-7728,https://lawyers6720.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000511,Martin & Harris LLP,Alpharetta,Fulton,GA,Probate; Administrative Law,1964,15,(229) 667-1725,https://legal1245.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000512,Perez Law Group,Alpharetta,Fulton,GA,DUI Defense; Divorce,1975,22,(706) 701-2852,https://firm9101.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000513,Wright Law Group,Alpharetta,Fulton,GA,Immigration Law; DUI Defense,2011,11,(770) 865-7788,https://lawyers5515.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000514,"Young, Rodriguez & Campbell",Alpharetta,Fulton,GA,Tax Law; Probate,2006,48,(404) 897-3527,https://lawyers1152.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000515,White Law Group,Alpharetta,Fulton,GA,Construction Law; Business Law,2016,37,(470) 430-6737,https://firm6163.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000516,Reeves Law Group,Alpharetta,Fulton,GA,Commercial Litigation; Personal Injury,1970,42,(470) 644-9447,https://attorney2450.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000517,Moore & Associates,Alpharetta,Fulton,GA,Bankruptcy; Environmental Law,1966,32,(478) 883-4202,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000518,Torres & Associates,Alpharetta,Fulton,GA,Environmental Law; Business Law,2019,39,(404) 741-8865,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000519,Wilson Legal,Alpharetta,Fulton,GA,Construction Law; Divorce,1965,10,(229) 628-9913,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000520,Wright Law Group,Alpharetta,Fulton,GA,Civil Litigation; Employment Law,2002,19,(478) 729-8500,https://law7326.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000521,Davis Law Group,Alpharetta,Fulton,GA,Personal Injury; Administrative Law,2005,21,(706) 869-9264,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000522,Scott Law Group,Alpharetta,Fulton,GA,Criminal Defense; Estate Planning,1981,21,(229) 335-4095,https://legal1056.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000523,Parker Legal,Alpharetta,Fulton,GA,Patent Law; Probate,1998,16,(404) 269-5513,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000524,Jackson Legal,Dunwoody,DeKalb,GA,Intellectual Property; Estate Planning,1992,31,(678) 223-7885,https://law9518.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000525,Peterson & Harris LLP,Dunwoody,DeKalb,GA,Intellectual Property; Litigation,2017,22,(678) 938-8358,https://legal711.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000526,Scott Legal,Dunwoody,DeKalb,GA,Construction Law; Estate Planning,1963,17,(678) 822-5528,https://firm6510.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000527,"Lewis, Reeves & Walker",Dunwoody,DeKalb,GA,Real Estate; Tax Law,1991,10,(770) 571-4277,https://legal1818.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000528,Wilson Legal,Dunwoody,DeKalb,GA,Mergers & Acquisitions; Intellectual Property,2005,11,(912) 622-5042,https://firm4494.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000529,Phillips Law Group,Dunwoody,DeKalb,GA,Mergers & Acquisitions; Intellectual Property,1966,35,(470) 674-7917,https://law8705.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000530,Lopez Law Group,Dunwoody,DeKalb,GA,Mergers & Acquisitions; Securities Law,1996,25,(470) 494-5237,https://attorney3602.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000531,Ramirez Law Group,Dunwoody,DeKalb,GA,Commercial Litigation; Probate,1970,50,(762) 927-8768,https://attorney3505.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000532,Phillips Legal,Dunwoody,DeKalb,GA,Real Estate; Construction Law,2010,31,(478) 219-8120,https://lawyers453.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000533,Harris Legal,Dunwoody,DeKalb,GA,Litigation; Criminal Defense,2009,20,(404) 411-5110,https://legal1751.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000534,Moore & Associates,Dunwoody,DeKalb,GA,Divorce; Probate,2015,38,(478) 483-1540,https://law1293.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000535,Anderson & Associates,Dunwoody,DeKalb,GA,Immigration Law; Environmental Law,1981,13,(470) 357-7231,https://attorney506.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000536,Taylor & Robinson LLP,Dunwoody,DeKalb,GA,Estate Planning; Divorce,1996,8,(470) 897-4827,https://legal1986.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000537,Robinson & Associates,Dunwoody,DeKalb,GA,Securities Law; Civil Litigation,1997,1,(229) 842-2253,https://law6274.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000538,The Rodriguez Law Firm,Dunwoody,DeKalb,GA,Litigation; Tax Law,1989,18,(770) 604-9810,https://firm2588.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000539,Gonzalez Law Group,Decatur,DeKalb,GA,Commercial Litigation; DUI Defense,2011,22,(706) 400-7121,https://firm3849.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000540,Gonzalez & Associates,Decatur,DeKalb,GA,Litigation; Patent Law,2002,7,(912) 818-6853,https://attorney851.com,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000541,Walker Law Group,Decatur,DeKalb,GA,Intellectual Property; Commercial Litigation,1983,18,(478) 485-9192,https://law2995.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000542,Hernandez Legal,Decatur,DeKalb,GA,Real Estate; Admiralty Law,2009,36,(770) 533-8098,https://law6917.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000543,The Reeves Law Firm,Decatur,DeKalb,GA,Patent Law; Probate,2021,32,(912) 269-9141,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000544,The Phillips Law Firm,Decatur,DeKalb,GA,Real Estate; Healthcare Law,2018,9,(478) 661-4064,https://firm7047.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000545,The Lopez Law Firm,Decatur,DeKalb,GA,Admiralty Law; Bankruptcy,1977,44,(770) 299-4355,https://attorney8678.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000546,Thomas & Associates,Decatur,DeKalb,GA,Immigration Law; Estate Planning,2009,19,(404) 870-2714,https://attorney6875.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000547,Rodriguez & Jackson LLP,Decatur,DeKalb,GA,Corporate Law; Personal Injury,1992,10,(404) 736-7606,https://lawyers6529.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000548,Anderson & Associates,Decatur,DeKalb,GA,Business Law; Mergers & Acquisitions,1965,8,(478) 615-6358,https://attorney8447.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000549,Johnson Legal,Decatur,DeKalb,GA,Securities Law; Real Estate,2010,34,(470) 759-3840,https://law7586.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000550,Miller & Associates,Decatur,DeKalb,GA,Commercial Litigation; Immigration Law,1970,21,(470) 538-8059,https://law1301.org,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000551,Lopez & Associates,Decatur,DeKalb,GA,Environmental Law; Admiralty Law,2016,38,(470) 984-1557,https://firm912.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000552,The Campbell Law Firm,Decatur,DeKalb,GA,Tax Law; Intellectual Property,1980,4,(678) 606-5914,https://firm923.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000553,"Ramirez, Torres & Torres",Decatur,DeKalb,GA,Admiralty Law; Commercial Litigation,2008,10,(470) 916-1819,https://firm9868.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000554,"Martinez, Martin & Martin",Decatur,DeKalb,GA,Corporate Law; Healthcare Law,1988,30,(229) 496-9371,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000555,Campbell & Associates,Decatur,DeKalb,GA,Corporate Law; Admiralty Law,2009,21,(470) 915-2237,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000556,Allen Law Group,Decatur,DeKalb,GA,Intellectual Property; Construction Law,2001,8,(678) 311-6126,https://attorney3723.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000557,Williams Legal,Decatur,DeKalb,GA,Administrative Law; Criminal Defense,1994,14,(762) 650-9186,https://attorney4344.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000558,Parker Law Group,Decatur,DeKalb,GA,Business Law; Personal Injury,2018,38,(404) 687-8193,https://lawyers2216.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000559,Davis & Jones LLP,Decatur,DeKalb,GA,DUI Defense; Litigation,2021,15,(470) 655-4735,https://lawyers2447.org,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000560,Smith Law Group,Decatur,DeKalb,GA,Litigation; Corporate Law,2021,31,(404) 458-2180,,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000561,Walker Legal,Duluth,Gwinnett,GA,Securities Law; Administrative Law,1974,20,(470) 239-6689,https://attorney6674.legal,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000562,Thompson & Brown LLP,Duluth,Gwinnett,GA,Probate; Construction Law,2018,19,(706) 310-6794,https://lawyers2421.legal,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000563,Johnson Legal,Duluth,Gwinnett,GA,Criminal Defense; Bankruptcy,1968,29,(478) 273-5963,https://law6557.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000564,Smith Law Group,Duluth,Gwinnett,GA,Estate Planning; Healthcare Law,1998,46,(706) 710-1764,https://legal7231.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000565,Johnson & Wilson LLP,Duluth,Gwinnett,GA,Intellectual Property; Immigration Law,1964,29,(470) 930-1404,https://attorney7888.law,Georgia State Bar Public Directory,Solo Practice,ACTIVE
GA-000566,Thomas Law Group,Duluth,Gwinnett,GA,Divorce; Litigation,1992,5,(912) 641-5636,https://legal744.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000567,Hernandez Legal,Duluth,Gwinnett,GA,Healthcare Law; Mergers & Acquisitions,1962,18,(912) 833-3984,https://lawyers6616.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000568,Phillips & Jones LLP,Duluth,Gwinnett,GA,Bankruptcy; Business Law,1988,33,(912) 626-4528,https://law5134.net,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000569,Garcia Law Group,Duluth,Gwinnett,GA,Employment Law; Admiralty Law,1991,11,(770) 645-3693,https://attorney4084.law,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000570,Gonzalez Legal,Duluth,Gwinnett,GA,Tax Law; Immigration Law,1981,4,(229) 269-9568,https://lawyers7815.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000571,Garcia Law Group,Duluth,Gwinnett,GA,Tax Law; Divorce,2022,41,(229) 216-3167,https://firm8098.law,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
GA-000572,Williams & Associates,Duluth,Gwinnett,GA,Bankruptcy; Healthcare Law,1960,40,(478) 697-5298,https://attorney2303.net,Georgia State Bar Public Directory,Small Firm (2-10),ACTIVE
GA-000573,Campbell Legal,Duluth,Gwinnett,GA,Securities Law; Estate Planning,2004,7,(229) 789-4239,https://firm2005.com,Georgia State Bar Public Directory,Mid-Size (11-50),ACTIVE
